rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
266,0.4576164824,0.4482484606,0.455434909,0.4618300019,0.4693208616,0.4475550741
267,0.4567208634,0.4503415283,0.4536713076,0.4606200816,0.467281603,0.4472550761
268,0.4546748242,0.4524826486,0.4518792992,0.4588029204,0.4652608326,0.4478864944
269,0.4541131153,0.4508085537,0.4500742082,0.4607906846,0.4634709023,0.4470070478
270,0.4561435496,0.4490500049,0.4520822715,0.4591317127,0.4619115349,0.4451200779
271,0.4584957934,0.450781327,0.4541145629,0.4611918798,0.4639904383,0.447592727
272,0.4565601771,0.4490355724,0.4562619729,0.4593655251,0.4620084801,0.4468547008
273,0.4591418596,0.4473974898,0.455144163,0.4581420213,0.4643697269,0.4448644063
274,0.457346881,0.4456722633,0.453560382,0.45661867,0.4625367147,0.4473582448
275,0.4597438918,0.4477768987,0.4524064744,0.4556936653,0.4618272727,0.4498135502
276,0.4578341732,0.4497346938,0.4545451171,0.457873665,0.4634364805,0.4480448713
277,0.4557926359,0.4480965446,0.4528672126,0.4600635062,0.4620282372,0.4505018713
278,0.4581258661,0.4468209261,0.4512264284,0.4591716773,0.4600899123,0.4485164882
279,0.4562379091,0.448821621,0.4527086302,0.4581310283,0.4586301263,0.4510308939
280,0.4543283947,0.4504407763,0.451489097,0.459238821,0.4567113326,0.4513496313
281,0.4566071018,0.4490088886,0.4534618629,0.4574978707,0.4558675354,0.4522636112
282,0.4586879232,0.4510503879,0.455389533,0.4596128164,0.4578477808,0.4545906025
283,0.4567143538,0.4493643803,0.4574353718,0.4585221265,0.4599551434,0.4528818818
284,0.4590162477,0.4514043817,0.4556967522,0.4606940669,0.4620992079,0.4550489185
285,0.4597241585,0.4532869717,0.4545961596,0.4591353861,0.4643287067,0.4543578169
286,0.4618340064,0.4519887101,0.455970214,0.4610853066,0.4664377652,0.4524371007
287,0.4599079263,0.4538626395,0.4547250067,0.459401628,0.4648764659,0.452813767
288,0.4590764003,0.4521986622,0.45312113,0.4614552862,0.463139124,0.4508267141
289,0.4571648427,0.4541559734,0.4515253144,0.4598341561,0.4614957802,0.4526776575
290,0.4591239541,0.4559958989,0.4498175417,0.4616668776,0.4622367286,0.4545895331
291,0.4610174337,0.4543589544,0.4518906858,0.4636641928,0.4605318037,0.4527555329
292,0.4591727674,0.456257197,0.4537627765,0.4619048218,0.4626935292,0.4525431643
293,0.4573184159,0.4546177257,0.4556486096,0.4602400434,0.4608818575,0.4506829778
294,0.4591808878,0.4563051571,0.4540834737,0.4586581942,0.4628062679,0.4488507216
295,0.4601711518,0.4547439409,0.4560220287,0.4569214706,0.4648745144,0.4512637763
296,0.4596096007,0.4531418413,0.4545661165,0.4589336655,0.4667917283,0.449501888
297,0.4617516776,0.4550467993,0.4564046206,0.4607685009,0.4676957681,0.4501498421
298,0.4627010305,0.4535025318,0.4548894458,0.4625854305,0.4694728708,0.45250212
299,0.4648215655,0.455296312,0.4532700203,0.4646022977,0.4678189401,0.4545286661
300,0.4631886169,0.453703804,0.4551227843,0.4663058533,0.4697080379,0.4543117542
301,0.4615025749,0.4521361894,0.4534875428,0.4681708782,0.4679800365,0.4561915875
302,0.4626602394,0.4539781898,0.4553316995,0.4666076122,0.4661694412,0.4583207719
303,0.4645836275,0.4526327309,0.457243688,0.4650880601,0.4644188324,0.4564486306
304,0.4640761443,0.4510391275,0.4556178081,0.4666565901,0.462839342,0.4545981952
305,0.4662479573,0.4495709149,0.4541163432,0.4678500125,0.4649193362,0.4529597417
306,0.4682676911,0.4480478794,0.4526188063,0.4662848958,0.4667886303,0.4538350553
307,0.470334505,0.4465694274,0.4511093814,0.4681789082,0.4685076568,0.4559436338
308,0.4686711929,0.4450196302,0.4529146664,0.4667454224,0.4668919491,0.4541780821
309,0.4670827627,0.4469072652,0.4547984619,0.4654162082,0.4654065636,0.4562935998
310,0.4654243404,0.4485167369,0.4537754606,0.4639417054,0.4671642889,0.4544950903
311,0.4637398927,0.4470030113,0.452218651,0.4630905736,0.4690351947,0.45652048
312,0.4656603644,0.4488440258,0.4540976717,0.4647636125,0.4707715627,0.4586722674
313,0.4675327315,0.4506854517,0.4553171696,0.463122124,0.4690210818,0.4569761408
